数据统计日,仪表数量,该运维内容对应次数,单位该运维内容对应次数
2023-10-09,0,0,0.0
2023-10-10,249,4,0.01606425702811245
2023-10-11,0,0,0.0
2023-10-12,0,0,0.0
2023-10-13,0,0,0.0
2023-10-14,0,0,0.0
2023-10-15,0,0,0.0
2023-10-16,201,4,0.01990049751243781
2023-10-17,0,0,0.0
2023-10-18,0,0,0.0
2023-10-19,286,4,0.013986013986013986
2023-10-20,0,0,0.0
2023-10-21,0,0,0.0
2023-10-22,0,0,0.0
2023-10-23,0,0,0.0
2023-10-24,0,0,0.0
2023-10-25,0,0,0.0
2023-10-26,156,1,0.00641025641025641
2023-10-27,0,0,0.0
2023-10-28,0,0,0.0
2023-10-29,0,0,0.0
2023-10-30,365,5,0.0136986301369863
2023-10-31,156,1,0.00641025641025641
2023-11-01,0,0,0.0
2023-11-02,0,0,0.0
2023-11-03,0,0,0.0
2023-11-04,0,0,0.0
2023-11-05,0,0,0.0
2023-11-06,0,0,0.0
2023-11-07,0,0,0.0
2023-11-08,0,0,0.0
2023-11-09,465,6,0.012903225806451613
2023-11-10,156,1,0.00641025641025641
2023-11-11,0,0,0.0
2023-11-12,0,0,0.0
2023-11-13,0,0,0.0
2023-11-14,0,0,0.0
2023-11-15,0,0,0.0
2023-11-16,0,0,0.0
2023-11-17,0,0,0.0
2023-11-18,0,0,0.0
2023-11-19,0,0,0.0
2023-11-20,495,10,0.020202020202020204
2023-11-21,0,0,0.0
2023-11-22,249,5,0.020080321285140562
2023-11-23,0,0,0.0
2023-11-24,0,0,0.0
2023-11-25,0,0,0.0
2023-11-26,0,0,0.0
2023-11-27,296,3,0.010135135135135136
2023-11-28,156,2,0.01282051282051282
2023-11-29,0,0,0.0
2023-11-30,0,0,0.0
2023-12-01,0,0,0.0
2023-12-02,0,0,0.0
2023-12-03,0,0,0.0
2023-12-04,0,0,0.0
2023-12-05,0,0,0.0
2023-12-06,0,0,0.0
2023-12-07,298,4,0.013422818791946308
2023-12-08,0,0,0.0
2023-12-09,0,0,0.0
2023-12-10,0,0,0.0
2023-12-11,0,0,0.0
2023-12-12,0,0,0.0
2023-12-13,0,0,0.0
2023-12-14,0,0,0.0
2023-12-15,0,0,0.0
2023-12-16,0,0,0.0
2023-12-17,0,0,0.0
2023-12-18,0,0,0.0
2023-12-19,0,0,0.0
2023-12-20,0,0,0.0
2023-12-21,0,0,0.0
2023-12-22,0,0,0.0
2023-12-23,0,0,0.0
2023-12-24,0,0,0.0
2023-12-25,0,0,0.0
2023-12-26,0,0,0.0
2023-12-27,0,0,0.0
2023-12-28,0,0,0.0
2023-12-29,0,0,0.0
2023-12-30,0,0,0.0
2023-12-31,294,6,0.02040816326530612
2024-01-01,0,0,0.0
2024-01-02,156,2,0.01282051282051282
2024-01-03,0,0,0.0
2024-01-04,0,0,0.0
2024-01-05,0,0,0.0
2024-01-06,0,0,0.0
2024-01-07,0,0,0.0
2024-01-08,0,0,0.0
2024-01-09,0,0,0.0
2024-01-10,343,7,0.02040816326530612
2024-01-11,0,0,0.0
2024-01-12,0,0,0.0
2024-01-13,0,0,0.0
2024-01-14,0,0,0.0
2024-01-15,0,0,0.0
2024-01-16,0,0,0.0
2024-01-17,0,0,0.0
2024-01-18,0,0,0.0
2024-01-19,0,0,0.0
2024-01-20,0,0,0.0
2024-01-21,0,0,0.0
2024-01-22,0,0,0.0
2024-01-23,0,0,0.0
2024-01-24,525,13,0.024761904761904763
2024-01-25,0,0,0.0
2024-01-26,0,0,0.0
2024-01-27,0,0,0.0
2024-01-28,0,0,0.0
2024-01-29,0,0,0.0
2024-01-30,307,4,0.013029315960912053
2024-01-31,0,0,0.0
2024-02-01,0,0,0.0
2024-02-02,156,1,0.00641025641025641
2024-02-03,0,0,0.0
2024-02-04,249,2,0.008032128514056224
2024-02-05,0,0,0.0
2024-02-06,175,2,0.011428571428571429
2024-02-07,0,0,0.0
2024-02-08,0,0,0.0
2024-02-09,0,0,0.0
2024-02-10,0,0,0.0
2024-02-11,0,0,0.0
2024-02-12,0,0,0.0
2024-02-13,0,0,0.0
2024-02-14,0,0,0.0
2024-02-15,0,0,0.0
2024-02-16,0,0,0.0
2024-02-17,0,0,0.0
2024-02-18,187,7,0.0374331550802139
2024-02-19,0,0,0.0
2024-02-20,0,0,0.0
2024-02-21,0,0,0.0
2024-02-22,0,0,0.0
2024-02-23,0,0,0.0
2024-02-24,0,0,0.0
2024-02-25,0,0,0.0
2024-02-26,0,0,0.0
2024-02-27,249,2,0.008032128514056224
2024-02-28,0,0,0.0
2024-02-29,0,0,0.0
2024-03-01,93,1,0.010752688172043012
2024-03-02,0,0,0.0
2024-03-03,0,0,0.0
2024-03-04,156,1,0.00641025641025641
